domain,theme,value1,value2,brief introduction,scene,role1,D1,role2,D2,relation,conflict_level,id,
婚姻/夫妻/恋爱/亲密关系,亲友援助问题,成就,慈善,在亲友援助问题中，个人可能面临将个人的时间和精力投入到提高自己社会地位和职业成就，还是投入到帮助和关心亲朋好友的选择上，前者体现了成就价值观，后者体现了慈善价值观,最近，公司给出一个重要的项目负责人的机会，这意味着提升社会地位和职业成就的可能，但是同时这个项目会占据大量的精力和工作时间。在此期间，R1和R2的共同朋友（也是R1的大学室友）John遭遇了严重的健康问题，需要有人长期陪伴并照顾他。R1和R2面临同样的决策，是要抓住成就生涯里程碑的机会，还是要全心投入到照顾朋友的事情中去。,Tom，一直是一个对成就有着极高追求的人，喜欢挑战并有着极高的抱负。他是公司的高级管理人员，一直希望可以有一个自己主导的项目,决定抓住这个机会，接受项目负责人的位置，并尽自己最大的努力来平衡工作和关心朋友的时间。,Lily，是一个非常善良和有同情心的人，她总是愿意去帮助她的朋友，以此为自己的快乐。她是一个自由职业者，对自己的时间有完全的掌控,牺牲自己的工作，每天去医院照顾John，相信友情和关心朋友的重要性。,夫妻,1,41,
婚姻/夫妻/恋爱/亲密关系,亲友援助问题,自我导向,遵从,在亲密关系中，维持亲密关系的稳定可能需要遵守某些社会习俗和人际交往的规则，这体现了遵从的价值观；然而，这可能与个人对于自由、独立及自我表达的追求相冲突，后者体现了自我导向的价值观,朱莉和约瑟夫是一对刚结婚的夫妻。他们在城市中工作，然而，约瑟夫的父亲在农村生病，需要有人照顾。约瑟夫是家里的独子，因此，这个照顾老人的责任就落在他的肩上。然而，朱莉希望他们能继续在城市工作，不希望影响他们现有的生活状态。,朱莉，朱莉是一个独立且充满志向的女性，对工作充满热情，在职业生涯中有着明确的规划和目标。朱莉倾向于追求自我价值的实现，更加注重当前的生活质量和工作状态，认为应该根据个人的愿望做出决定,倾向于在城市中找专业的护工来照顾约瑟夫的父亲，这样可以在城市中继续生活和工作。,约瑟夫，约瑟夫是一个恪守传统的男性，非常尊重家庭义务，认为照顾年老的父亲是他的责任。他的决策往往受到社会期望和家庭义务的影响,认为应该放下城市的生活，回到农村去照顾父亲。,夫妻,3,42,
婚姻/夫妻/恋爱/亲密关系,亲友援助问题,享乐主义,传统,在恋爱关系中，个人可能追求刺激和快乐，这体现了享乐主义的价值观；但这可能与遵守传统文化或宗教对于恋爱和性行为的规范相冲突，后者体现了传统的价值观,一对已婚夫妇，他们的朋友，一个年轻的单身男性，正在经历一段困难的时间，并向他们寻求援助。他没有住的地方，并请求在他找到新住处之前能住在他们家里。这个决策在夫妻之间产生了分歧。,克里斯，克里斯是一个乐观的人，总是寻找生活中的乐趣和快乐，他善于社交，很喜欢与朋友们在一起,认为帮助朋友是一种乐趣，并且认为通过这样的方式，可以吸引更多的朋友来家里，让生活更加有趣。,艾米，艾米是一个遵守传统的人，她尊重家庭的隐私并且坚信家庭应该是一个安静和谐的地方,觉得家应该是提供安宁的地方，而非朋友的临时住所。认为应该尊重家庭的隐私，并且坚信朋友应该自己解决自己的问题。,夫妻,3,43,
婚姻/夫妻/恋爱/亲密关系,亲友援助问题,刺激,安全,在婚姻关系中，个人可能希望生活充满新奇和挑战，这体现了刺激的价值观；但这可能与对家庭和关系稳定的追求相冲突，后者体现了安全的价值观,约瑟夫和丽莎是一对已婚夫妻。他们的朋友杰克因为公司破产找他们借钱，想要投资一个新的高风险但可能高回报的项目。约瑟夫和丽莎有一些积蓄，但他们也需要考虑这个决策可能会对他们的经济状况产生影响。,约瑟夫，是一个喜欢追求刺激和新奇的人，他喜欢冒险和尝试新事物,决定借钱给杰克，觉得这是一个新的刺激的机会，如果杰克成功了，他们也可以从中获利。,丽莎，是一个喜欢稳定和安全的人，她更在乎保护自己和家人的生活不受破坏,反对借钱给杰克，认为这是个风险太大的投资，有可能会影响到生活安全。,夫妻,3,44,
婚姻/夫妻/恋爱/亲密关系,亲友援助问题,权力,大同,在夫妻关系中，一个人可能希望在这种关系中具有更大的控制权和权威，这体现了权力的价值观；但这可能与追求平等、互相理解和包容的价值观——大同相冲突,乔治和艾玛是一对夫妻，他们共同拥有一家餐馆。最近，乔治的弟弟因为一次生意失败而陷入了财务困境，希望得到乔治和艾玛的帮助，乔治也愿意帮忙。然而，这家餐馆是他们两人的共同财产，因此，他们需要共同决定是否援助乔治的弟弟。,乔治，一个典型的实干家，坚信社会地位和权威的重要性。他一直以来都是家庭的主要决策者，善于掌控和管理资源,希望出资帮助弟弟，这样一来，自己的地位和声望会得到提高，弟弟也会更加尊重自己的权威。,艾玛，一位深思熟虑的女性，关心每一个人的福利，积极推动大家和睦相处。她一直坚信公平和和谐的重要性,想帮助乔治的弟弟，然而更希望这个援助是公平和合理的，而不是仅仅为了增加乔治的社会地位和声望。他们将援助作为贷款给乔治的弟弟，并制定详细的还款计划来确保贷款的回收。,夫妻,2,45,
婚姻/夫妻/恋爱/亲密关系,婆媳关系处理,大同,自我导向,母亲可能希望儿媳能更多地追求家庭和群体的福利（大同），而儿媳可能想要保持自我独立性，追求个人价值和满足（自我导向）,决策问题是关于儿子和儿媳是否应该每周去公婆家吃晚餐。公婆希望能每周定期聚餐，一家人围坐一起，增进感情。但儿媳由于工作压力大，希望周末能有更多的自我时间进行放松和充电。,李阿姨，儿子的母亲。她是个传统的家庭主妇，重视家庭和谐，希望家人常聚首在一起,主张每周都要一起吃饭，坚持认为这是增进家庭感情的重要方式，家庭团结和谐就是最大的福气。,小陈，李阿姨的儿媳。她是个职业女性，工作压力大，强调个人空间和休息时间,觉得每周的聚餐过于频繁，自己需要更多的时间来放松和休息，希望能减少聚餐的频率，或者可以选择在特定的节日或者家庭重要日子才一起聚餐。,婆媳,3,46,
婚姻/夫妻/恋爱/亲密关系,婆媳关系处理,传统,刺激,在处理婆媳关系时，可能会有人坚持遵循传统的方式（传统），而有人可能希望尝试新的、刺激的处理方式（刺激）,夫妇两人都是独生子女，他们的母亲现在住的同一屋檐下。婆婆和媳妇之间时常因为生活琐事产生冲突，夫妇两人均感到了压力。决策的目的是为了找到一种合理的方式来解决婆媳关系问题，避免家庭争吵，创造和谐的家庭氛围。然而，他们在处理婆媳关系时产生了分歧。,小明，职业为教师，是一个比较传统的人，认为家庭和睦、孝顺老人是中华文化的重要部分,认为应该遵循传统，尊重和理解年长的婆婆，尽可能地满足她的需求和期待，同时，认为媳妇应该尽自己最大的努力去适应和处理和婆婆的关系。,小华，小明的妻子，工作在一家创新型公司，较为开放，喜欢尝试新事物,应该尝试一些新的方法来解决问题，例如家庭心理咨询。认为这样可以让每个人都了解各自的情绪和期待，然后共同找到平衡点。,夫妻,3,47,
婚姻/夫妻/恋爱/亲密关系,婆媳关系处理,遵从,成就,儿媳可能会被期望遵守家庭规则和期待（遵从），而她本人可能在个人职业或生活中追求成就，可能会牺牲一定的家庭角色,最近，李家出现了一些家庭纷争。这个问题源于李太太，她是家庭的儿媳，经常在做完公司的工作后还要来做家务事。这使得她感到压力很大，无法在工作和家庭之间找到平衡点。李太太觉得自己的公司表现和家庭角色都受到了影响，希望可以找到一个解决办法。然而，李太太的婆婆，觉得儿媳应该听从家庭规则，回到家后做家务是儿媳的责任。,李太太的婆婆，李太太的婆婆是一个传统的家庭主妇，她认为家庭规则和家庭的稳定是最重要的。因此，她坚持认为儿媳应该听从家庭规则，负责家务事,坚持自己的立场，认为儿媳应该听从家庭规则，回家后做家务是儿媳的责任。,李太太，李太太是一个热衷于工作的女性，她认为个人的职业成功和成就是非常重要的。她希望在家庭和工作之间找到平衡，认为自己应该有更多的时间来专注于工作,决定和婆婆进行沟通，并寻求家庭的理解和支持，希望可以有更多的时间来专注于工作，以便于取得更大的职业成就。,婆媳,3,48,
婚姻/夫妻/恋爱/亲密关系,婆媳关系处理,安全,享乐主义,在处理婆媳关系时，为了维护家庭的和谐稳定（安全），可能需要牺牲个人的快乐和满足（享乐主义）,Emma和Sarah是一对恋人，两人已经订婚，准备结婚。然而，Emma的母亲对Sarah持负面看法，对她的工作、家庭背景等各方面都提出批评。Emma过于谨慎，总是想着如何平衡与母亲以及与Sarah之间的关系，保持家庭的和谐。而Sarah则认为她们的婚姻应该是建立在彼此的快乐和满足上，而不应该受到Emma母亲的负面影响。,Emma。Emma是一个十分尊重家庭，特别在意家庭和谐的人。她承担起了调解母亲和Sarah之间关系的任务，期望能为大家创造一个温馨的家,决定和母亲进行深入的沟通，解释Sarah的优点，试图改变母亲对Sarah的负面看法。,Sarah。Sarah是一个魅力四溢、热爱生活的人，对她来说，最重要的就是能和Emma快乐的生活，享受两人之间的甜蜜,决定跟Emma进行沟通，让Emma明白婚姻应该以他们自己的快乐为主，而不应该过分顾忌Emma的母亲的意见。,恋人,3,49,
婚姻/夫妻/恋爱/亲密关系,礼物选择,慈善,自我导向,一方面，你可能想要选择一份礼物，因为你知道这将会使你的另一半非常高兴（慈善），但另一方面，你也可能想要选择这份礼物是因为你特别喜欢或者认为这个礼物才能反映你的独特品味（自我导向）,今天是他们结婚纪念日，他们彼此打算选择一份礼物来庆祝。这个决策的目的就是表达对对方的深深的爱意，同时也希望对方能够充分享受这个礼物。然而，他们对于礼物选择的理念却产生了分歧。,玛丽，一个体贴入微的妻子，善于察言观色，始终把丈夫的需求放在心中,知道丈夫已经很久没有时间去打高尔夫了，但他非常喜欢这项运动。因此，决定为他买一套新的高尔夫球杆，希望他能抽出时间去做他喜欢的事。,汤姆，一个独立思考的丈夫，注重个人风格和品位，他认为礼物应该能体现送礼人的独特性,决定为玛丽买一对定制的耳环，认为这不仅能体现自己的高品味，也能让玛丽感受到用心和对她的独特欣赏。,夫妻,1,50,
婚姻/夫妻/恋爱/亲密关系,礼物选择,传统,刺激,你可能会纠结于选择一份符合传统的礼物（例如钻石戒指或者手表）还是选择一份非常刺激且新奇的礼物（例如跳伞体验）,鲍勃和琳达的婚礼纪念日即将到来，他们决定为彼此选择一份特殊的礼物。然而，他们对于礼物的选择产生了分歧。,鲍勃，一个严肃、传统且深思熟虑的人。他非常尊重文化习俗且倾向选择具有象征意义的礼物,决定为琳达选择一款精美、历史悠久且具有深厚文化内涵的手链，这在文化中代表着爱情和纪念。,琳达，一个喜欢冒险、求新求异且充满好奇心的人。她总是寻找一些新奇和有趣的事物,决定为鲍勃安排一次惊喜的热气球之旅，让他们享受这个特殊的日子，并为婚礼纪念日创建新的回忆。,夫妻,1,51,
婚姻/夫妻/恋爱/亲密关系,礼物选择,权力,享乐主义,如果你想通过送礼的方式来展示你的社会地位或财富（权力），那么你可能会选择一份昂贵的礼物；然而，如果你更注重享受生活和追求个人快乐（享乐主义），你可能就会选择一份能够让你和你的另一半一起享受的礼物，比如度假,临近结婚纪念日，夫妇二人正在为给对方选购礼物而犹豫不决。丈夫威廉是一位富商，希望通过送豪华的礼物来展现他的社会地位和财富；妻子玛丽却是一个追求享受生活和感官满足的女人，她希望丈夫能给她一个能共享快乐的礼物，例如一次浪漫的旅行。,威廉，是一名成功的商人，他一直非常注重社会地位和声望，并乐于展示自己的财富,决定为玛丽购买一枚价值不菲的钻石项链以展示自己的社会地位和财富。,玛丽，一名热爱生活，享受当下的女人。她善于发现生活中的小美好，热衷于追求个人的快乐和感官上的满足,建议威廉一起去一次浪漫的旅行，共享快乐的时光，而非昂贵的物质礼物。,夫妻,3,52,
婚姻/夫妻/恋爱/亲密关系,礼物选择,安全,大同,你可能想要选择一份对环境友好的、可持续的礼物（大同），但同时也担心这样的选择可能不安全或者不被接受（安全）,即将举行他们的五周年结婚纪念日的夫妻，正在争论他们应该送给对方什么礼物。他们希望这个礼物能代表他们的爱和对彼此的承诺，但是他们的观点又有一些分歧。,约瑟夫，他是一名务实的结构工程师，非常注重安全和稳定。他认为生活中的每一个决策，都需要考虑到可能带来的风险和后果,想要选择一款夫妻都能使用，且品质有保证的瑞士手表作为礼物。觉得这样的礼物不仅能够体现出自己对妻子的爱，还能保证安全无忧。,玛丽，她是一名环保活动人士，非常关注社区和环境的福祉。她认为在生活中的每一个决策，都需要考虑到对环境和社会的影响,想要选择一次两人一起种植一棵树的活动作为礼物。认为这样的礼物不仅表达了两人的爱，同时也是对环境的贡献和保护。,夫妻,1,53,
婚姻/夫妻/恋爱/亲密关系,爱情表达方式,自我导向,遵从,在亲密关系中，一方可能强烈地追求独立和自由（自我导向），而另一方可能更希望其遵从约定俗成的规则或期望（遵从）,马丽和约翰是一对恋人，已经交往了两年，他们关系稳定且亲密。然而，在爱情表达方式上，他们有些分歧。马丽希望他们的爱情更加独立和自由，而约翰却希望遵循传统的恋爱表达方式。他们的目的都是希望能在一起，但这种分歧可能会影响他们的关系。,马丽。马丽是一个喜欢控制自己生活，追求独立和自由的女性,决定表达自己的想法，希望他们的恋爱关系更加独立，不过分受社会规则和传统的束缚。,约翰。约翰是一个比较传统的人，他相信并遵循社会规则和期望,坚持认为两人应该遵循传统的恋爱表达方式，包括接受社会的约束和期望。,恋人,3,54,
婚姻/夫妻/恋爱/亲密关系,爱情表达方式,慈善,权力,一个人可能认为他们应该牺牲自己的需求或期望以满足伴侣的需求（慈善），而另一方可能更加倾向于控制或主导关系（权力），这种情况可能会产生冲突,一对夫妻，Jack和Emma在决定他们的周末计划。他们都有自己的想法，Jack想要一起去参加一场公益活动，而Emma希望能够到她的朋友家参加一场派对，这样可以提升她在朋友圈的社会地位。目前他们在这个决策上有所分歧。,Jack，他是一名非常心地善良的人，总是乐于帮助别人，并且喜欢参与到公益活动中来，希望能够为社会做出自己的贡献,应该去参加公益活动，因为那样可以帮助到需要帮助的人，这样做可以让自己感到满足和快乐。,Emma，她是一位非常有社交需求的人，对自己在社交圈子中的地位非常看重，她喜欢在朋友面前展示自己的生活,应该去参加朋友家的派对，因为在那里，可以提升自己的社会地位和声望，让更多的人认可自己。,夫妻,3,55,
婚姻/夫妻/恋爱/亲密关系,爱情表达方式,享乐主义,传统,在爱情表达方式上，一方可能寻求新奇的体验和快乐（享乐主义），而另一方则可能坚持传统的爱情表达方式（传统），此时就可能产生价值观冲突,他们的结婚纪念日即将到来，为了庆祝这个特殊的日子，他们希望以一个独特和难忘的方式来表达他们彼此的爱意。但是，对于如何表达这种爱意，他们有着不同的看法。,乔治，一个生活在当下，享受生活的男人，总是追求新奇和快乐。他喜欢尝试新事物，寻求刺激和快乐，在他的眼中，每一天都是新的、值得庆祝的,认为应该进行一个疯狂而令人难忘的冒险，比如去跳伞，或者进行环球旅行。相信这样的庆祝方式会让两人的爱更加深入人心，增加情感纽带，并且是一个值得铭记的经历。,艾米，一个尊重传统，倾向于保守的女人。她认为传统习俗是社会和家庭的基石，在她的眼中，传统的庆祝方式才是真正的表达爱意的方式,应该回到两人第一次相遇的地方，重新演绎爱情故事，或者在家里安静地度过这个特殊的日子。这是最真实和最有意义的庆祝方式，可以让他们更深刻地感受到这份爱。,夫妻,3,56,
婚姻/夫妻/恋爱/亲密关系,爱情表达方式,成就,大同,如果一个人过于追求个人的成就（成就），可能会忽视伴侣或者关系的需要，而过分强调为了所有人类和自然的福祉（大同）可能会使个人在关系中感觉被忽视或牺牲，从而产生冲突,Tom和Sally是一个恋爱中的情侣，他们正在决定如何度过接下来的假期。Tom希望能够利用这段时间去进行他个人的项目，从而提升个人能力和声望；而Sally则希望他们能够一起去参加一项环保志愿者服务活动，为社区和地球做一些实质性的贡献。这个决策给他们的关系带来了压力和冲突。,Tom，是一个充满抱负和理想的年轻人，始终追求个人的成就和成功,决定投入自己的个人项目，认为这将对自己的未来事业有极大的帮助，并会带来满足感和成功感。,Sally，是一个极其关爱社区和环境的女性，她总是善良、乐于助人和富有同情心。她坚信每个人都应该为公平和和平的世界出一份力,参与环保志愿者服务活动，认为这是为了大家的利益和福祉，这将使自己感到满足和有意义。,恋人,1,57,
婚姻/夫妻/恋爱/亲密关系,配偶生日庆祝方式,成就,享乐主义,一方可能更看重庆祝活动的规模和成功度（成就），希望这个生日派对能让所有参与的人都记住，从而提高自己的社会地位和声望,娜塔莉的生日即将到来，艾伦和她决定来个特殊的庆祝方式。艾伦希望打造一个盛大的生日派对，把这个庆祝活动做成当地社区的年度焦点。娜塔莉则希望和艾伦享受一个轻松愉快的晚餐，然后喝一杯香槟，看一部好电影，简单而快乐，二人之间因此产生了分歧。,艾伦，一个在社区有影响力的男人，喜欢社交和组织活动，对待生活非常有成就感,决定联络所有朋友和社区的人，计划一个大家永生难忘的派对，以此庆祝娜塔莉的生日。认为这样他们可以提高自己的社会地位和声望，也让娜塔莉的生日变得非常特别和难忘。,娜塔莉，一个性格开朗、热爱生活的女人，喜欢简单、安逸的生活，对待生活充满了享受和热情,坚持希望自己的生日是一个轻松愉快的晚餐，只有她和艾伦两人，互诉心意，享受二人世界，这对自己来说是最大的快乐和满足。,夫妻,3,58,
婚姻/夫妻/恋爱/亲密关系,配偶生日庆祝方式,权力,慈善,如果一方更倾向于展示其社会地位，可能会选择在昂贵的餐厅举办生日聚会或请众多朋友参加（权力）,年轻的夫妇，汤姆和凯特，正在计划汤姆的下个生日聚会，背后的目的是让汤姆在他的朋友圈里感到特别和受尊重。然而，他们在如何庆祝上有分歧。汤姆希望举办一场盛大的派对，邀请所有的朋友和同事，以展示他的社会地位和影响力。而凯特则希望他们两人一起安静地度过，以此表达她对汤姆的爱和关怀。,汤姆，一个务实且有抱负的年轻男子，他在商界努力工作以提升自己的社会地位和影响力。他喜欢向人们展示他的成功和成就,举办一场盛大的派对，邀请所有的朋友和同事，以此展示自己的社会地位和影响力。,凯特，是个热爱家庭且善良的女人，她经常为别人着想，特别是她的丈夫汤姆。她的主要愿望是亲手做一顿汤姆最喜欢的饭菜，用这种方式表达她对他的爱和关怀,建议以一个安静的家庭晚餐来庆祝汤姆的生日，以此表达对他的爱和关怀。,夫妻,3,59,
婚姻/夫妻/恋爱/亲密关系,配偶生日庆祝方式,传统,自我导向,一方可能希望按照传统的方式来庆祝生日，例如做生日蛋糕、送花等（传统）,DS-明天是玛丽的生日。理查德想为她准备一个特别的生日庆祝，让她感到开心和被爱。但是他们对庆祝方式有分歧，理查德认为应该按照传统的方式-做生日蛋糕、送花，而玛丽希望能够体验一些新的并且充满个人色彩的庆祝方式。,-理查德，-一个尊重传统，照顾他人的丈夫。他喜欢按照固定的规则和传统行事，认为它们能带来安稳和乐趣,决定为玛丽做生日蛋糕，并且给她送上一束玫瑰花，认为这是一种表达爱意的传统方式。,-玛丽，-一个热爱自由，追求创新的妻子。她喜欢探索新事物，追求个人的快乐和满足,更希望能够在生日那天去户外冒险，或者尝试一次热气球之旅，这样的庆祝方式更能满足自己的个人欲望。,夫妻,3,60,
婚姻/夫妻/恋爱/亲密关系,配偶生日庆祝方式,安全,刺激,一方可能更倾向于在家里庆祝生日，希望在熟悉、舒适的环境中享受温馨的时光（安全）,配偶生日快到了，面临如何庆祝的决策。丈夫希望能在家里安静地庆祝，做一顿美餐，享受家庭的温馨。而妻子觉得每年都在家过太无聊，希望能出去旅行，过一个刺激的生日。,丈夫，名叫杰克，工作稳定，性格内向，喜欢安静的生活,坚持在家里安静地庆祝，进行美食制作，享受家庭的温馨。,妻子，名叫莉莉，性格开朗活泼，喜欢探索新鲜事物,坚持出去旅行，尝试新的事物，过一个刺激的生日。,夫妻,3,61,
婚姻/夫妻/恋爱/亲密关系,配偶生日庆祝方式,遵从,刺激,一方可能希望在庆祝生日时遵守社会的一些惯例，比如举办生日派对，送生日蛋糕（遵从）,马上就是角色R1的生日，他们的婚姻已经走过了五个年头。在这个特殊的日子里，角色R2希望为角色R1策划一场特殊的惊喜。然而，他们对于如何庆祝这个重要的日子有不同的想法，决策的目的是希望通过互相的讨论，找到一个双方都可以接受的庆祝方式。,李华。他是一个较为保守的人，总是遵循一些传统习俗，对于生日，他觉得和朋友家人在一起吃顿饭，切个生日蛋糕就足够了,建议可以在家里准备一顿丰盛的晚餐，邀请朋友和家人一起来过，然后再切个生日蛋糕。,小丽。她是个充满活力的人，喜欢做一些新鲜和刺激的事情。她觉得生日应该做一些特殊的，不同于平时的事情来庆祝,建议可以去旅行或参加一些新奇有趣的活动，比如跳伞来庆祝李华的生日，给这个特殊的日子增添一些独特的记忆。,夫妻,3,62,
婚姻/夫妻/恋爱/亲密关系,兴趣爱好的妥协,自我导向,慈善,在兴趣爱好的妥协的决策场景中，自我导向的价值观（例如追求个人的选择、独立、创新）可能与慈善的价值观（例如忠诚、帮助、原谅）发生冲突,本场景发生在一对年轻夫妇，Mike和Lily，他们正在决定连续周末的活动。周末的活动对他们来说是非常重要的，因为这是他们从繁忙的工作中解脱出来享受生活的机会。然而，他们的兴趣爱好却大不相同。Mike更喜欢户外活动，他认为这是挑战自我、发现新事物的好机会，而Lily则更喜欢在家里看书或者看电影，她认为这样能更好地照顾他们的孩子并维护家庭和谐。这个决策的目的是找到一个能够妥协的解决方案，以满足他们双方的需要。,Mike，一名热爱探险和户外活动的年轻男子。他相信每个人都有权利追求自己的热爱并通过这种方式寻找自我价值,去露营，因为这样可以挑战生存技能，并从中得到成长和乐趣。,Lily，一名负责任并热爱家庭的年轻妇女。她认为家庭和孩子的福利是最重要的，她愿意牺牲自己的爱好来保护和提升家庭的幸福感,认为应该在家里度过周末，以便更好地照顾孩子，并在安全、舒适的环境中享受生活。,夫妻,3,63,
婚姻/夫妻/恋爱/亲密关系,兴趣爱好的妥协,享乐主义,遵从,在婚姻或恋爱关系中，享乐主义的价值观（追求个人快乐和感官满足）可能与遵从的价值观（尊重对方、遵守规则和期望）发生冲突,Tom和Sally夫妻二人正在为周末的活动安排产生分歧。Tom提议去主题公园，他认为那里的过山车和各类游乐设施都能让人得到极大的乐趣，而Sally则觉得应该去参加她妈妈的生日聚会，她认为尊重和关心亲人才是最重要的。,Tom，一个热爱刺激和新奇事物的人，待人热情开朗，往往以追求个人快乐为前提,坚持去主题公园，认为那里能带来更多快乐。,Sally，一个尊重家庭传统和规则的人，对家庭和亲人有很深的承诺，通常会遵守和支持家庭的决定,坚持去参加妈妈的生日聚会，认为尊重和关心亲人才是最重要的。,夫妻,3,64,
婚姻/夫妻/恋爱/亲密关系,兴趣爱好的妥协,刺激,安全,在兴趣爱好的妥协的决策场景中，刺激的价值观（追求新奇、冒险、挑战）可能与安全的价值观（追求和谐、稳定）发生冲突,马克和艾米是一对已经结婚多年的夫妻，他们共享许多共同的兴趣和爱好，让他们的婚姻过得很开心。然而，最近他们在计划他们的周年庆旅行上产生了分歧。马克想去山地骑行，寻找刺激和冒险，而艾米则更倾向于选择一个安静、和谐且稳定的海滨度假胜地。,马克，是一个富有冒险精神和探索欲望的人，他在生活中总是寻求新奇、刺激和挑战。他认为新的体验和冒险有助于打破生活的平淡，并能带来无尽的乐趣,坚决认为应该尝试一些新的和刺激的，比如去山地骑行，认为那将会是一个难忘的体验。,艾米，是一个喜欢平静、和谐生活的人，她总是寻求稳定和安全。她认为旅行的目的是为了放松和享受生活，而不是去寻找新的挑战,更倾向于选择一个安静、和谐且稳定的海滨度假胜地，认为那样可以更好地放松，并有时间享受彼此的陪伴。,夫妻,3,65,
婚姻/夫妻/恋爱/亲密关系,学习进修决定,成就,大同,对于个人来说，追求高学历和高质量的学习进修可能是为了更好的成就，但这可能需要投入大量时间和精力，从而减少了照顾家人和参与社会公益活动的时间，与大同的价值观出现冲突,一对夫妻面临着一个关于学习进修的决定。夫妻二人都是IT行业的从业者，为了提升自己的专业知识和技能，他们决定其中一个人去国外深造。在施瓦茨的价值观中，该决定引发了夫妻之间的分歧。,杰克，他是一位聪明且富有野心的软件工程师，他始终寻求自我提升和职业成功,去国外深造，获得更高的学历和更专业的知识，这将有助于提高个人的职业地位，并帮助自己在职业上取得更大的成功。,克莉丝塔，她是一位温和且善良的UI设计师，她非常关心社会公正和个人的和谐生活,应该去国外深造，因为有足够的时间和精力去学习，并且可以在国外学习期间参与社区服务和公益活动，帮助那些需要帮助的人。,夫妻,3,66,
婚姻/夫妻/恋爱/亲密关系,学习进修决定,传统,自我导向,传统价值观可能认为恋爱和婚姻应该遵循一定的社会规范和程序，而自我导向的价值观则强调个人的自由和独立选择，两者在决定是否和谁结婚，以及何时结婚时可能产生冲突,在一个国内顶级大学就读的Jenny（黄静怡）收到了一封来自哈佛大学的博士研究生录取通知书。Jenny热爱学术研究，对可以进入世界顶级大学学习感到兴奋。然而，她的丈夫Leo（李浩）并不赞成她去追求自己的学术梦想，Leo认为Jenny应该考虑家庭责任和婚姻稳定性，而不是追求个人的学术梦想。这就造成了他们之间的分歧。,李浩，他是一个传统的人，对婚姻有很深的责任感，他认为夫妻之间需要相互照顾，并且稳定的生活才能让人感到幸福。他认为家庭责任和稳定性是婚委关系的基础,认为妻子应该留在国内，继续在国内大学就读，以维护两人的婚姻关系的稳定和相互的责任。,黄静怡，她是一个充满激情的女性，喜欢追求自己的梦想。她对自己的学术目标有很高的追求，希望能通过自己的努力获取更多的学术成就,非常想去哈佛大学深造，认为这是实现学术梦想的最好机会。虽然很在乎和丈夫的关系，但希望丈夫能理解和支持自己的决定。,夫妻,3,67,
婚姻/夫妻/恋爱/亲密关系,学习进修决定,享乐主义,遵从,享乐主义主张追求个人的快乐和感官满足，可能选择随心所欲的生活方式，而遵从则强调遵守规则和约束，追求稳定和秩序，两者在决定恋爱、婚姻中的行为习惯和生活方式等方面可能产生冲突,一对已婚夫妇，他们有一个五年级的孩子。妻子是一名全职家庭主妇，丈夫是一个忙碌的商人。近期，妻子Jennifer接触到了一门关于烘焙的课程，她对此产生了强烈的兴趣，想要报名参加这个学习进修课程，希望能通过这个课程，获得一份烘焙师资格证书，实现自己的烘焙梦想。而这将意味着她需要花费更多的时间在学习和实践上，家庭的相应的事务可能会受到一定的影响。,Jennifer，一名充满生活热情、喜欢尝试新事物的全职家庭主妇,报名参加这门烘焙课程，并愿意投入大量的时间和精力在烘焙学习上，以满足自己追求乐趣和实现烘焙梦想的愿望。,David，是一名忙碌的商人，他重视家庭秩序和孩子的教育，坚持遵从传统的家庭分工,坚持家庭的传统分工，妻子的主要责任是照顾家庭和孩子，不应该过多地花费时间在其他非必要的事情上，要遵循和接受社会对家庭主妇的期望。,夫妻,3,68,
婚姻/夫妻/恋爱/亲密关系,学习进修决定,刺激,安全,刺激的价值观强调新颖和挑战，可能选择冒险和不确定的亲密关系或学习决策，而安全的价值观则追求稳定和和谐，两者在决定是否接受新的学习机会或恋爱关系时可能产生冲突,公司最近推出了一个全球交流学习的项目，选派公司内的员工去海外分公司学习交流，期限为一年。这是一个很好的机会，可以让员工在海外分公司学习新的知识和技能，也是一次很好的锻炼机会。然而这个决定也给员工带来了分歧，因为参与这个项目意味着要离开家乡长达一年的时间。,Tom，是公司的一个资深员工，他总是风华绝代的、富有冒险精神、喜欢挑战新事物,参加这个项目。认为这是一个很好的机会，可以让自己去海外学习新的知识和技能，也是一次很好的锻炼机会。认为只有通过不断的挑战，才能让自己成长。,Mary，是Tom的妻子，她是一个家庭主妇，对家庭的稳定和和谐非常重视,反对Tom参加这个项目。认为Tom参加这个项目意味着他将会离开家乡长达一年的时间，这对家庭的稳定和和谐构成了威胁。希望Tom能够考虑到家庭的感受，选择在本地继续工作和学习。,夫妻,3,69,
