domain,theme,value1,value2,brief introduction,scene,role1,D1,role2,D2,relation,conflict_level,id
亲子/育儿,孩子电子设备使用时间,安全,自我导向,家长出于对孩子身体和心理安全的考虑，往往会限制孩子过多使用电子设备，这体现了对安全的重视,现在大部分家庭都对孩子有着电子设备使用时间的设定。李家也不例外，他们的孩子小林今年十岁。小林正在上小学，喜欢电子游戏，对学习有一些抗拒。因此，如何决定小林的电子设备使用时间，成了李家的一项重要决策。这个决策的背景主要是小林学习成绩下滑，游戏时间增多，而决策的目的在于尽可能的保障小林的学习和生活质量。然而，对于电子设备使用时间的设定，父母之间产生了分歧。,小林的父亲，李明。李明是一名医生，对孩子健康的影响有深刻的理解，尤其关心小林的眼睛健康和精神状态。他认为安全是最重要的价值观。,坚决主张限制小林的电子设备使用时间，以防止过度使用电子设备对眼睛和心理的潜在威胁，提出每天使用电子设备的时间不超过1小时。,小林的母亲，王芳。王芳是一名教师，她坚信每个孩子都应该有自我探索和自我发展的空间，支持小林自我管理时间。她的价值观是自我导向。,认为应该尊重和支持小林自我管理时间，建议与小林一起制定合理的电子设备使用计划，而不是一味的限制。,夫妻,3,37
亲子/育儿,家庭作业规则,自我导向,遵从,在家庭作业规则这个场景中，孩子可能想要以他们自己的方式或时间完成作业，这体现了他们的“自我导向”价值观,家庭作业规则已经成为了一个需要被解决的问题。每天晚上，孩子们的功课时间都会引发一场争执。两个人都为了孩子的成长和发展，但对于如何设定家庭作业规则有着不同的看法。这个决策的背景，主要是家中的孩子们每天会有大量的作业，孩子们希望能够有自由和自主。而决策的目的，是希望能够找到一个既能满足孩子们的愿望，也能保证孩子们按时完成作业的规则。,Bob，他是一个开放思想的人，认为孩子们应该有自我表达和发展的空间。他注重孩子的内在发展和自我价值的实现,设定一些灵活的家庭作业规则，比如孩子可以自己安排什么时间做作业，只要能按时完成就可以，给予孩子们更多的自主权和自由。这样可以让孩子们既能完成作业，也能自我发展。,Emily，她是一个注重规则和秩序的人，认为孩子们需要在规则和纪律下成长。她对孩子的教育十分认真，希望让孩子学会遵从规则，培养良好的习惯,坚持设定明确的作业时间，比如每天晚上7点到9点是孩子们必须完成作业的时间。认为这样可以培养孩子们的规律性和自我约束力，可以帮助孩子们养成良好的作业习惯。,夫妻,3,38
亲子/育儿,家庭作业规则,刺激,遵从,孩子可能更喜欢寻求刺激，例如通过玩耍或者看电视来避免做作业，这体现了他们的“刺激”价值观,新的学期开始了，达西（7岁）的作业负担开始增加。由于学校的新规定，每天晚上，他都有许多不同学科的作业要完成，而达西只是一个小男孩，他发现自己在完成作业的同时无法享受他喜欢的游戏和娱乐活动。这导致达西的家庭作业时间变得紧张和不愉快。他的父母摩根和阿比盖尔正在决定如何设定家庭作业规则，以达到在完成作业的同时确保达西能得到足够的休息和娱乐。,摩根，摩根是一个充满活力和乐趣的父亲，他相信生活应该充满乐趣和冒险。他深知达西的年龄，应该有足够的时间来发挥他的想象力和创造力。他坚信儿童应该有足够的时间玩耍和探索，而不是被学业压得喘不过气,达西的作业时间应该被限制在一个小时内，剩下的时间可以用来玩耍和追求他的兴趣。认为这将使达西更加愿意完成他的作业，同时保留他的童年乐趣。,阿比盖尔，阿比盖尔是一个责任心强且务实的母亲，她总是尽最大的努力来保护和照顾她的孩子。她重视教育，并认为学习和完成作业对孩子的成长和未来至关重要,认为应该设定一个固定的作业时间，比如每天两小时，让达西知道他每天需要用多少时间来完成作业。还想设立一个专门的作业区域，使达西可以在没有干扰的环境中专心做作业。,夫妻,2,39
亲子/育儿,家庭作业规则,享乐主义,成就,孩子可能更倾向于做他们喜欢的事情，如游戏，电视等，来获得短期的乐趣，这体现了他们的"享乐主义"价值观,在小明的家庭中，由于小明的成绩不稳定，他的父母开始考虑是否需要制定家庭作业规则来指导小明的学习。这个决策的目的是希望通过设定一些规则，让小明能够更加专注于学业，提高学习效率，从而提高小明的学习成绩。然而，关于如何设定这些规则以及规则的严格程度，小明的父母产生了分歧。,小明的母亲，李妈妈，一直强调生活的快乐和自由，认为小明除了学习，还应该有足够的时间去玩耍，体验生活的乐趣。她认为过于严格的规则会让小明感到压力，从而影响他的学习效果,每天的学习时间应该被安排合理，除了完成学校的作业，小明应该有足够的时间去做他感兴趣的事情，比如看书，玩游戏，运动等。,小明的父亲，王爸爸，非常注重小明的学习成绩，认为只有通过不断的努力和学习，小明才能在社会中获得成功。他认为制定严格的作业规则才能让小明养成良好的学习习惯，提高学习效率,提议每天小明需要专注学习至少三小时，除了完成学校的作业，还需要额外阅读和预习，不允许玩游戏，观看电视等娱乐活动。,夫妻,3,40
亲子/育儿,儿童保险计划,安全,慈善,选择儿童保险计划时，父母可能会面临一种情况，即花更多的钱购买保险以确保孩子的安全，或者将一部分钱用于慈善活动以帮助更多的孩子,李夫妇有一位五岁的儿子，他们正在考虑是否为儿子购买一份保险计划。他们知道，购买保险可以为儿子的未来提供一份额外的保障。然而，他们也意识到，购买保险需要花费一笔不小的费用。他们对此产生了分歧。,李先生，他是一位非常保守的人，他认为应该做好充分的准备以应对未来可能出现的各种问题。他非常在乎家庭的安全，尤其是儿子的安全,为儿子购买一份保险。尽管保险费用较高，但这是对儿子未来的一份最好的投资。,李太太，她是一位非常有爱心的人，她常常参与各种慈善活动。她希望能够帮助那些需要帮助的人,应该将保险费用中的一部分用来帮助那些需要帮助的孩子。认为这样做不仅可以帮助他们，也可以为儿子树立一个好的榜样。,夫妻,2,41
亲子/育儿,儿童保险计划,大同,自我导向,选择儿童保险计划时，父母可能会想到，投资保险是为了所有孩子的福祉（例如，如果所有的父母都为孩子购买保险，所有的孩子都将得到保护）,艾米和乔治是一对已婚的夫妻，他们共有一个4岁的儿子。最近，他们正在考虑为儿子购买儿童保险计划，目的是在儿子成长过程中遭遇意外疾病或事故能够有所保障。但是，他们对于应该如何选择合适的儿童保险计划产生了分歧。,艾米，艾米是一个热爱社会公正、强调公平的社会活动家。她一直对自己和他人的行为进行道德评估，坚信自己的决策和行为应该有助于整个社会的公平和正义,应该选择一个儿童保险计划，可以为更多的孩子提供保险。如果所有的父母都为他们的孩子购买保险，全社会的孩子都将得到保护。,乔治，乔治是一家公司的销售主管，他善于把握市场和客户需求。他善于思考和行动，对自己的选择充满信心，他相信个人的自由和独立选择,认为他们应该根据自己的需要和儿子的实际情况选择儿童保险计划，而不是考虑社会的一致选择。,夫妻,3,42
亲子/育儿,儿童保险计划,成就,慈善,一些父母可能面临购买保险和使用那些钱来提高自己社会地位（如购买更好的车或房子来提升社会声望）的选择,玛丽和约翰是一对已经结婚多年的夫妻，他们有一个五岁的儿子。最近，他们在考虑是否为儿子购买一份儿童保险计划。这个保险计划可以确保他们的儿子在遭遇任何意外的情况下都能得到及时的医疗援助，同时也可以起到一定的教育储蓄的作用。然而，购买这份保险将需要他们月入一部分的资金，这就引发了他们之间的分歧。,约翰，是一位公司高层，对于社会地位有着极高的追求,应该利用这部分资金投资更有利于提升社会地位的项目，例如购买更大的房产或更好的车，这些都是更直接的展示他社会地位的方式，而保险计划的好处却不那么直观和紧迫。,玛丽，是一位全职妈妈，她始终关心着家庭的幸福和儿子的健康成长,应该将这部分钱用于购买儿童保险计划，确保儿子的未来安全，即着眼于儿子的长远福利和保障。,夫妻,3,43
亲子/育儿,儿童保险计划,传统,刺激,一些父母可能会受到自己的文化或宗教习俗的影响，这些习俗可能不赞成购买保险，而是倾向于信任命运或神的安排,最近，孩子的双亲面临着一个重要的决策，那就是是否应为他们年幼的孩子购买儿童保险计划。这个保险计划旨在为孩子的未来教育和健康提供财务保障。然而，这个决策引发了他们之间的分歧。,Amanda，她是一个深受传统文化影响的女性，她坚信命运和神的安排，坚持对传统的敬畏和遵守,不必购买儿童保险，相信命运和神对他们家庭的保护，捧著"存钱是最好的保障"的信念。更愿意按照传统的方式去养育孩子，例如储蓄或投资房地产等。,James，他是一个乐于接受新事物和追求刺激的男性，尤其在财务规划方面。他愿意尝试新的财务策略并不断寻找更好的投资机会,认为购买儿童保险是一个负责任的决定，这不仅可以为孩子的未来提供保障，也可以为他们的家庭带来一个较大的财务安全网。愿意接受这个新的并可能带来的刺激和不确定性的决策。,夫妻,3,44
亲子/育儿,儿童保险计划,享乐主义,安全,父母可能想用那些钱享受生活，如度假或购买一些奢侈品，这符合享乐主义的价值观,Tom和Alice是一对刚刚步入中年的夫妻，他们有一个五岁的儿子，他们过着舒适的生活。最近，他们的财务顾问建议他们为儿子购买一份儿童保险计划，这将需要他们每个月付出一定的保费。然而，这笔钱的支出会直接影响到他们的生活品质，可能要放弃一些休闲活动和购买奢侈品的机会。他们在此事上产生了分歧。,Tom，他是一个热爱生活的人，总是希望能够充分享受生活中的每一刻，他认为生活应该是充满乐趣和快乐的,应该用这笔钱去享受生活，比如去更多的旅游或是购买一些他们喜欢的物品，认为这样才能让生活更有趣，更值得期待。,Alice，她是一个谨慎的人，总是考虑最坏的情况，希望能为未来的可能的挫折和困难做好准备。她认为安全和稳定是生活的重要组成部分,认为他们应该买儿童保险计划，即使这意味着他们可能需要牺牲一些生活的乐趣。认为这样做可以确保儿子将来在可能的困难面前有更多的保障。,夫妻,3,45
亲子/育儿,预防和处理欺凌,权力,大同,在处理欺凌问题时，父母可能会面临这种冲突,在孩子的学校，欺凌现象频频发生，校方感到有必要制定具有实效的策略预防和处理这一问题。作为家长，并且进入到学校的日常管理委员会的Rebecca和John面临决策—帮助学校制定预防和处理欺凌的策略。这个决策带来了分歧，因为Rebecca和John的价值观不同。,Rebecca，一个在大公司担任高级管理职位的女性，她有着强力的领导风格遵循竞争性的企业文化，对于处理问题有着自己的一套方法,建议实施一种“零容忍”政策，欺凌者将受到严格的惩罚，甚至可能被开除学籍。认为这种权威性的处理方式会有效阻止孩子们的欺凌行为。,John，一位社会工作人员，他花费了大量时间为社区提供帮助，并且他对于处理社会问题有着一种更加平和和理解的手法,应该通过教育来解决欺凌问题，包括为学生提供心理咨询、举行讲座和工作坊，以提升他们的同理心和社会责任感。主张的是通过理解和教育来预防和处理欺凌。,夫妻,3,46
亲子/育儿,预防和处理欺凌,慈善,遵从,在处理欺凌事件时，孩子可能面临这种冲突,在一个小学里，最近发生了几起学生之间的欺凌事件，引起了学校及家长的关注。学校决定召开一次家长会，讨论如何预防和处理此类情况。会议的目的是制定出一套有效的规则，以防止类似的事件再次发生，并对已经发生的事件进行合理的处理。然而，对于如何达到这个目的，家长们意见不一，产生了分歧。,Alice，一个自我导向很强的家长。她认为每个人都有自我表达和自我保护的权利，她希望她的孩子能学会自己争取权益的方式,建议学校可以设立一些课程或活动，让孩子们学会如何在受到不公平对待时，能够用合理的方式表达自己和维护自己的权益。,Bob，他是一个比较尊重规矩和秩序的家长，认为规则是维护社会秩序和保护个体权益的重要手段。他希望以学校的规章制度来解决欺凌问题,建议学校严格执行现有的规章制度，对于欺凌行为的处理，不应只依赖于个体自我保护，而应该由学校根据规章制度进行惩罚和教育。,Alice和Bob都是学校的家长委员会成员，他们的孩子是同班同学。,2,47
亲子/育儿,预防和处理欺凌,安全,大同,在预防欺凌的过程中，可能出现这种冲突,在小镇的一所中学，最近出现了一些欺凌事件。作为家长，Alice和Bob对此事十分关注，他们的宝贝女儿刚好在这所学校上学，他们希望找出一个既能预防又能处理欺凌的方法，但他们对于如何处理这个问题有着不同的观点和决策，这也引发了他们之间的分歧。,Alice，一个爱孩子如命的母亲。她十分谨慎且保守，总是将孩子的安全放在首位,应该加强校园的安全监控，提升老师和学生们的安全意识，并且建立一个专门处理欺凌事件的团队，以便能及时发现并解决问题。,Bob，一个敢于挑战和冒险的父亲。他认为人应该学会面对困难，只有挑战和克服困难，人才能成长,建议从孩子们的心理着手，教会孩子们如何面对欺凌，同时也教会他们如何勇敢地站出来反抗或者揭发欺凌行为。,夫妻,2,48
亲子/育儿,预防和处理欺凌,享乐主义,遵从,在处理欺凌问题时，可能会出现这种冲突,在一所中学中，近期出现了严重的校园欺凌事件，这让所有的家长和老师都非常担忧。作为校长的马丁和助理教师艾琳，正在商量应该如何预防和处理这个问题。马丁希望能通过色彩亮丽的海报、有趣的角色扮演等活动，让学生们体验到欺凌的恶果，让他们从中得到教训。而艾琳则坚持要严格按照学校的规章制度来处理，对欺凌者给予严厉的惩罚，以儆效尤。,马丁，一位积极乐观的中学校长，他总是寻找创新的方式来解决学校的问题，相信乐趣和体验能使学生们更好地理解和学习,组织一场校园防欺凌周的活动，通过各种有趣的游戏和挑战，让学生们在乐趣中认识到欺凌的严重性，并自愿抵制欺凌行为。,艾琳，一位深受学生们爱戴的助理教师，她虽然严格，但对学生们非常负责任，她非常坚持传统教育方法，认为欺凌行为必须通过严格的惩罚来阻止,坚持要对所有涉及欺凌严重的学生实施学校规定的惩罚，包括学分扣除、记过甚至开除，并在全校公示其行为，以此为警示。,马丁和艾琳是在职场上的合作关系，对校园学生有共同的责任感。,2,49
亲子/育儿,孩子的医疗决策,大同,慈善,在孩子的医疗决策过程中，父母可能面临着在孩子的具体需求（慈善）和全社会的福利（大同）之间的挑战,小明被诊断出患有一种罕见的基因疾病，需要接受基因疗法。然而，这种基因疗法还处于临床试验阶段，对世界医学领域的进步有重大意义，但可能会对小明的健康带来更大的风险。决策的目的是要如何对待小明的疗程。,刘医生，他是一个知名的医药研究者，一直致力于此类疾病的研究，深信必须牺牲小部分以造福绝大部分,让小明接受基因疗法，认为这样有助于推动科学研究的进步，进而有可能造福更多的患者。,小明的母亲，她是一个充满爱心的母亲，一直以来都把孩子的健康放在第一位，对孩子愿意付出一切,坚决反对让小明接受基因疗法，认为孩子的健康是最重要的，不能因为医学研究的进步就冒险让孩子接受尚在试验阶段的治疗。,医患,3,50
亲子/育儿,孩子的医疗决策,传统,自我导向,在孩子的医疗决策过程中，父母可能需要在遵循传统的医疗方式（传统）和尝试新的，未经证实的治疗方法（自我导向）之间做出抉择,小明被诊断为患有一种罕见的遗传性神经性疾病，这种疾病在传统医学中被认为无法治愈，只能通过药物控制症状，延缓疾病的进程。然而，最近科研团队开发出了一种创新的基因疗法，尽管这种疗法尚处于临床实验阶段，但在实验室中已经取得了一定的效果。现在，他的父母需要做出决策。,小明的母亲，李娟。李娟是一个深受传统思想影响的人，她尊重医学界的权威，对新的、试验性的治疗方法持谨慎态度,坚持使用传统的药物治疗方案，认为这是更稳妥、更可靠的选择。,小明的父亲，张波。张波是一个开放思想的人，愿意迎接新事物，他相信科技可以改变生活，也可以改变小明的命运,决定让小明尝试新的基因疗法，认为应该抓住每一个可能的机会，只有勇于尝试，才有可能找到治愈小明疾病的方法。,夫妻,3,51
亲子/育儿,孩子的医疗决策,权力,成就,在孩子的医疗决策过程中，父母可能需要面临土择权力和成就之间的冲突,孩子Leo罹患了一种罕见的疾病，现有的医疗方案只有两种。一种是更稳妥但代价昂贵，需要长时间在医院接受治疗。另一种则是冒着较大风险去尝试一种新的试验型治疗方案，它旨在快速治愈Leo，但成功率未知。,父亲John，是一个成功的企业家，具有决定性的性格和强烈的控制欲。不喜欢将自家的事情暴露在他人面前,由于不希望孩子在医院度过漫长且刻苦的治疗期，更不希望孩子的疾病状况被外界知晓，从而影响到自己的社会地位，所以倾向于选择试验型的治疗方案。,母亲Lily，是一名医生，一直以悉心照顾病人，实现自我价值为职业目标,由于医学角度出发，觉得应该选择稳妥且经过验证的治疗方案，即使这需要孩子在医院长期接受治疗，也比冒险尝试试验型治疗方案更为安全。因此，倾向于选择长期稳定的治疗方案。,夫妻,3,52
亲子/育儿,孩子的医疗决策,安全,刺激,在孩子的医疗决策中，父母可能会在选择安全但可能效果有限的治疗方式（安全）、或者选择新的、可能带来更大风险但可能治愈孩子的治疗方式（刺激）之间矛盾,小明是一个刚满10岁的男孩，最近他被诊断出患有一种罕见的白血病。目前，有两种可能的治疗方案：一种是传统的化疗，这种方案已经被广泛使用，虽然几率不高，但仍有一部分病人通过此方案成功治愈；另一种是一项新的、尚处在临床试验阶段的免疫疗法，这种疗法潜在的治愈率更高，但治疗过程可能会有严重的副作用，甚至有生命风险。对于这两种方案，小明的父母发生了分歧。,王威，小明的父亲，是一个律师，平时注重规则和秩序，偏好稳定和安全的生活,偏向选择传统的化疗，虽然这种疗法的治愈率不是最高，但至少在安全性上经过了时间的检验，对小明的生命安全有所保障。,李梅，小明的母亲，是一个科研人员，她较为喜欢探索新事物，愿意接受挑战,更倾向于选择新的免疫疗法，尽管这种疗法可能带来副作用，但如果成功，小明将有更高的几率彻底治愈。,夫妻,3,53
亲子/育儿,孩子的医疗决策,慈善,遵从,在孩子的医疗决策过程中，父母可能会在满足孩子短期的快乐需求（例如避免痛苦的治疗，享乐主义）和服从医生的长期治疗建议（遵从）之间冲突,乔治和梅根的8岁的儿子被诊断出需要一个复杂的心脏手术。手术的目的是矫正他的心脏病，但这个手术会让他暂时经历强烈的痛苦。这对夫妻在决定是否同意手术上产生了冲突。,乔治。乔治是一个深爱他的儿子的父亲，他是一个温暖的人，总是希望他的儿子能够快乐、无忧无虑的成长,为了避免孩子经历手术的痛苦和恐惧，反对手术，认为他们应该寻找其他的方法，即使这些方法可能没那么有效。,梅根。梅根是一个坚强和理智的母亲，尽管她也非常爱她的儿子，但她理解sometimesyouhavetobecrueltobekind,尽管手术可能会让他们的儿子短暂地感到痛苦，但这是医生建议的最好的治疗方法。他们应该遵从专业的医疗建议，为了孩子的长期健康考虑，接受这个手术。,夫妻,3,54
亲子/育儿,孩子的社交活动规划,大同,权力,如果父母为了社区的大同主义，鼓励孩子参与社区服务活动，但孩子可能希望投入更多时间提高自己的社会地位和影响力，这两者之间可能就会出现冲突,在夏季即将到来的时候，家长们开始规划孩子的暑假活动。父亲Tom和母亲Sara就他们的儿子Mike的暑假活动产生了分歧。父亲Tom认为应该让Mike参加社区的环保活动，通过志愿服务提升自己的社会责任感和自我的价值；而母亲Sara希望Mike参加夏令营活动，通过这种方式提高Mike的领导力和社会地位。,Tom，是一位热爱大自然和社区的人，他追求社会公平，善于理解、欣赏、忍耐和保护他人及自然,让Mike参加社区的环保活动，认为这不仅能提升Mike的社会责任感，而且能让他学会欣赏和保护环境，同时也是对社区公平的实践。,Sara，她是一位极具竞争力和权力感的母亲，追求社会地位和声望，希望自己的孩子能成为领导者，而不仅仅是跟随者,让Mike参加夏令营活动，认为这能提升Mike的领导力和社会地位，同时也能增强他的竞争力和影响力。,夫妻,3,55
亲子/育儿,孩子的社交活动规划,慈善,成就,父母可能希望孩子在社交活动中表现慈善，如帮助有需要的同龄人，但孩子可能更看重个人成就，如获取更高的成绩或赢得竞赛等,小明将要参加学校的一次公益活动，活动内容是去当地的敬老院帮助照顾老人，同时这一天也是学校的数学比赛。参加公益活动将有助于小明培养爱心和同情心，但是这将会让他无法参加数学比赛，可能会影响到他在学校的表现和成绩。父母需要决策小明应该选择参加哪个活动。,小明的母亲：李妈妈，一位心胸开阔，重视道德修养和社会公正的高中语文老师。她认为孩子的综合素质和道德修养的培养比单纯的学习成绩更重要,认为小明应该去参加公益活动，这对他的人格塑造和社会责任感的培养更有帮助。,小明的父亲：张爸爸，一位严谨的工程师，他认为努力学习，通过自己的努力取得优秀的成绩才是最重要的,认为小明应该参加数学比赛，这将有助于提高他的数学成绩，对他未来的学业和职业发展更有帮助。,夫妻,3,56
亲子/育儿,孩子的社交活动规划,传统,自我导向,例如父母可能希望孩子遵守家庭传统，参与某些传统的社交活动，而孩子可能更倾向于自我导向，选择他们自己感兴趣的活动,孩子的暑假即将到来，家庭需要决定如何规划孩子的社交活动。决策的目的是让孩子的暑假充实并能提升他的社交技能，同时也让孩子更好地体验生活。然而，关于到底是参与传统的社交活动，如参加家族联谊，或是让孩子按照自己的兴趣选择活动，父母之间产生了分歧。,男主角叫做杰克，他是一个受过良好教育并且非常尊重家族传统的人。他相信，家族的传统是人生导航的重要工具，可以为孩子指明正确的道路。他的价值观是传统。,坚持让他们的孩子参加家族联谊活动，认为这是家族的传统，可以让孩子更好的了解和接触家族的价值观，并能通过这些活动培养孩子的社交技巧。,女主角叫做艾米，她是一个独立思考，注重个体发展的现代职业妇女。她认为应该尊重和鼓励孩子的个性和兴趣，让孩子去选择他们真正喜欢的事情。她的价值观是自我导向。,反对让孩子参加家族联谊活动，认为父母应该尊重孩子的选择，让孩子自己决定暑假要做什么。而不是强迫孩子做他们不喜欢的事情。,夫妻,3,57
亲子/育儿,孩子的社交活动规划,遵从,刺激,父母可能期望孩子在社交活动中遵守规则和礼节，而孩子可能更倾向于寻求刺激，如尝试新的事物或挑战规则等,母亲艾米（Amy）正在计划周末为孩子举办一次社交活动，目的是让孩子有更多的机会和同龄人交流和互动，增强社交能力。然而，在决定活动的内容和形式时，她和孩子珍尼（Jenny）有所分歧。艾米觉得应该组织一些规范的活动，比如读书会或者辩论比赛，而珍尼则希望能有一些更刺激的活动，比如疯狂的水枪战或者探险游戏。,艾米，母亲，严格而贴心的教育者，坚信规矩和秩序对孩子的成长至关重要,组织一个并不太刺激但能让孩子们规范交流的读书会。,珍尼，10岁的女孩，充满好奇心和冒险精神，仿佛生活就是一个巨大的游乐场,期望能够组织一场疯狂的水枪战，这将对朋友们来说是一次独特的冒险。,母女,3,58
亲子/育儿,孩子的社交活动规划,安全,享乐主义,父母可能更关注孩子的安全，在社交活动中可能对孩子的行为和活动选择有所限制，而孩子可能更追求享乐，希望参与更多有趣但可能带有风险的活动,孩子的十岁生日即将到来，为了庆祝这个重要的日子，需要决定举办一场孩子的生日派对。主题、活动和参与的朋友需要提前规划和安排。决策目的是让孩子度过一个快乐且难忘的生日，同时也能带动孩子的社交活动。然而，选择什么样的主题和活动，邀请哪些朋友参加，这些都引发了决策的分歧。,比尔，孩子的父亲，一个非常细心且保守的人，让孩子在一个安全、和谐的环境中成长是他的首要任务,举办一个简洁又温馨的家庭生日派对，活动主题被设定为"家庭电影夜"。这样不仅能确保孩子的安全，还能加强孩子和家人的联系。选择邀请孩子的最好的几个朋友来家里参加。,琳达，孩子的母亲，一个非常开朗且热爱生活的人，她希望孩子能享受生活，进行不同的体验,建议举办一个户外探险主题的生日派对，认为这样能让孩子的生日更加有趣且难忘，同时也能鼓励孩子去探索和体验新鲜事物。计划邀请孩子的所有朋友来参加这场派对。,夫妻,3,59
亲子/育儿,塑造孩子的心理素质,慈善,成就,在亲子/育儿领域中，塑造孩子的心理素质时，父母经常需要平衡对孩子的慈爱和对孩子自我成长的要求,Tom和Alice的儿子，Jack，是一个7岁的小男孩。最近Jack在学校里的表现让两位父母产生了担忧。Jack在学校里的学习成绩并不理想，不愿意与同学们一起玩耍，并且经常独自一人。在这样的情况下，两位父母决定需要采取一些方法来提高Jack的心理素质。然而在如何具体实施这个决策上，Tom和Alice产生了分歧。,Tom是一个充满爱心的父亲，需要他的子王保持幸福和安全感。这让他倾向于以更为温和的方式去处理问题,应该多花时间陪伴Jack，用爱和关怀去帮助他度过困难。提议更多地理解和关心Jack，找出他的问题，并帮助他解决。,Alice是一个严格的母亲，她相信挑战和困难能帮助孩子更好的成长。这让她倾向于以更为强硬的方式来处理问题,认为他们应该更严格地去规范Jack的行为，让他更独立，更强大。她提议制定一个明确的行为规范，并且在Jack完成任务或者挑战后给予他鼓励。,夫妻,2,60
亲子/育儿,塑造孩子的心理素质,权力,自我导向,塑造孩子心理素质时，可能出现父母期望孩子遵循他们的想法和社会常规（权力）与鼓励孩子独立思考，追求自我（自我导向）之间的冲突,John和Julia的孩子，小Tom，即将面临选课的压力。他们都希望Tom能最大限度地发挥他的潜力。然而，John和Julia对于如何塑造Tom的心理素质产生了分歧。他们的决策目的是帮助Tom成长为一个具有健康心理素质的人，能在生活的尝试和挑战中更好地适应和发展。,John，一个成功的企业家，很有影响力，把成功和竞争看作人生的重要部分，认为应该把这种精神和方法传递给孩子。他希望自己的孩子能在社会中获得成功，实现他自己的期望,认为选择那些在学术界有声望的课程能提升Tom在学校的地位和声望，进而有更大的机会成功，所以为Tom选择一些有挑战性但被公认为有利于个人成功的课程，如科学、数学，每天为Tom安排学习和课后活动的时间。,Julia，一位以孩子为中心的母亲，她希望Tom能自己做出决定，发现自己的兴趣，发展自己的特长，成为一个有独立思考和主见的人,决定让Tom自己选择自己感兴趣的课程，同时鼓励他参加一些能拓展他兴趣和视野的活动，比如参加艺术班或是体育队。认为这样能帮助Tom发现自己的激情和兴趣，进一步塑造他的心理素质和自我认同。,夫妻,3,61
亲子/育儿,塑造孩子的心理素质,安全,刺激,父母在塑造孩子的心理素质时，可能会在如何保护孩子免受伤害（安全）和如何让孩子接受新的挑战，从而学习应对不确定性（刺激）之间产生冲突,小学生Tom的暑假即将到来，父母正在决定是否让他独自参加一个为期一周的夏令营，这个夏令营的目的是让孩子们在面对挑战和困难时，学会解决问题和独立生活。但是这个决策因为他们对塑造孩子心理素质的不同理解而产生分歧。,Tom的母亲Mary，她是一个典型的"小心谨慎型"，总是喜欢把所有事情都计划得井井有条，并时刻关注着家庭成员的安全,认为Tom还小，还不能独自面对可能的困难和挑战，夏令营中可能会出现意想不到的问题，甚至可能会面临安全问题，所以反对让Tom参加夏令营。,Tom的父亲Jack，他是一个乐观开朗的人，始终坚信人需要不断面对挑战才能成长,认为夏令营是一个很好的机会，可以让Tom学到独立解决问题的方法，增加他的应变能力和适应能力，也可以让他在面对挑战时更有勇气，因此支持Tom参加夏令营。,夫妻,3,62
亲子/育儿,塑造孩子的心理素质,遵从,享乐主义,在育儿过程中，父母可能会面临让孩子遵循规则（遵从）与让孩子享受生活，追求个人快乐（享乐主义）之间的挑战,父母Alice和Bob在决定他们的儿子Charlie的闲暇活动上发生了争议。Charlie是一个10岁的男孩，他有一些学习任务需要完成，但也喜欢打电子游戏。Alice认为，孩子应该遵循规则，专心学习，以塑造他的心理素质，避免发生异于常人的行为。她认为规则和纪律对孩子的成长至关重要。而Bob则认为，孩子应该有更多的时间来享受生活和游戏，以充分发展他的个性和兴趣，他认为这也是塑造孩子心理素质的重要因素。,Alice，是一个严肃而又有责任感的母亲。她十分重视孩子的学习和纪律，坚信规矩和秩序可以培养孩子的心理素质,设定一些规定，并直接监督Charlie的学习进度，要求他先完成学习任务，然后在有限的时间内玩游戏。,Bob，是一个善良且注重孩子快乐生活的父亲。他认为孩子应该有更多的自由去追求他们喜欢的东西，以充分发展他们的个性和兴趣,支持Charlie在完成学习任务后，有更多的时间去玩电子游戏，或者做他喜欢的其他事情。,夫妻,2,63
亲子/育儿,孩子的礼仪教育,自我导向,遵从,在孩子的礼仪教育中，可能会出现自我导向和遵从之间的冲突,一对夫妇，丹尼尔和艾玛，正在讨论他们五岁的儿子杰克的礼仪教育问题。丹尼尔和艾玛从不同的价值观系统看待这个问题，这导致了他们对如何应对的立场上的分歧。他们的决策目标是给予杰克适当的礼仪教育，让他知道在社会交往中如何应对，但他们在如何做到这一点上有不同的看法。,丹尼尔，是一名创意主管，鼓励独立思考和个性发展，他喜欢探索新事物，并鼓励孩子们也这样做。他对于自我导向的价值观有很强的信仰。,尽管礼仪很重要，但儿子应该有自主决定如何行事的权力，应该鼓励杰克根据自己的判断来决定如何突出自己的个性，而不是一味得遵守社会规定的规矩。,艾玛，是一名教师，她重视遵守规则，并认为规矩对于培养一个有社会责任感的公民来说是重要的。她对遵从的价值观有很强的信仰。,在孩子的礼仪教育中，它应该在规矩和遵从的基础上。想要鼓励杰克在尊重并理解社会公认的礼节规则的基础上发展个性，这样他才能更好地与他人相处。,夫妻,2,64
